city,restaurant_signal,housing_target,lag_months,correlation,p_value,significant,n
Philadelphia,review_volume,zhvi_3m_fwd,9,0.391,0.0,True,193
Philadelphia,review_volume,zhvi_3m_fwd,12,0.506,0.0,True,190
Philadelphia,review_volume,zhvi_6m_fwd,0,0.114,0.1059,False,202
Philadelphia,review_volume,zhvi_6m_fwd,1,0.153,0.0305,True,201
Philadelphia,review_volume,zhvi_6m_fwd,2,0.19,0.007,True,200
Philadelphia,review_volume,zhvi_6m_fwd,3,0.232,0.001,True,199
Philadelphia,review_volume,zhvi_6m_fwd,6,0.345,0.0,True,196
Philadelphia,review_volume,zhvi_6m_fwd,9,0.449,0.0,True,193
Philadelphia,review_volume,zhvi_6m_fwd,12,0.575,0.0,True,190
Philadelphia,review_volume,zhvi_12m_fwd,0,0.238,0.0007,True,202
Philadelphia,review_volume,zhvi_12m_fwd,1,0.28,0.0001,True,201
Philadelphia,review_volume,zhvi_12m_fwd,2,0.32,0.0,True,200
Philadelphia,review_volume,zhvi_12m_fwd,3,0.362,0.0,True,199
Philadelphia,review_volume,zhvi_12m_fwd,6,0.491,0.0,True,196
Philadelphia,review_volume,zhvi_12m_fwd,9,0.594,0.0,True,193
Philadelphia,review_volume,zhvi_12m_fwd,12,0.671,0.0,True,190
Philadelphia,review_yoy_growth,zhvi_3m_fwd,0,-0.014,0.8526,False,190
Philadelphia,review_yoy_growth,zhvi_3m_fwd,1,-0.035,0.6372,False,189
Philadelphia,review_yoy_growth,zhvi_3m_fwd,2,-0.067,0.364,False,188
Philadelphia,review_yoy_growth,zhvi_3m_fwd,3,-0.101,0.1677,False,187
Philadelphia,review_yoy_growth,zhvi_3m_fwd,6,-0.164,0.0261,True,184
Philadelphia,review_yoy_growth,zhvi_3m_fwd,9,-0.177,0.0172,True,181
Philadelphia,review_yoy_growth,zhvi_3m_fwd,12,-0.18,0.0161,True,178
Philadelphia,review_yoy_growth,zhvi_6m_fwd,0,-0.065,0.3732,False,190
Philadelphia,review_yoy_growth,zhvi_6m_fwd,1,-0.091,0.2118,False,189
Philadelphia,review_yoy_growth,zhvi_6m_fwd,2,-0.118,0.1059,False,188
Philadelphia,review_yoy_growth,zhvi_6m_fwd,3,-0.142,0.0525,False,187
Philadelphia,review_yoy_growth,zhvi_6m_fwd,6,-0.178,0.0159,True,184
Philadelphia,review_yoy_growth,zhvi_6m_fwd,9,-0.189,0.011,True,181
Philadelphia,review_yoy_growth,zhvi_6m_fwd,12,-0.236,0.0015,True,178
Philadelphia,review_yoy_growth,zhvi_12m_fwd,0,-0.135,0.0633,False,190
Philadelphia,review_yoy_growth,zhvi_12m_fwd,1,-0.149,0.0412,True,189
Philadelphia,review_yoy_growth,zhvi_12m_fwd,2,-0.164,0.0244,True,188
Philadelphia,review_yoy_growth,zhvi_12m_fwd,3,-0.181,0.0134,True,187
Philadelphia,review_yoy_growth,zhvi_12m_fwd,6,-0.227,0.0019,True,184
Philadelphia,review_yoy_growth,zhvi_12m_fwd,9,-0.271,0.0002,True,181
Philadelphia,review_yoy_growth,zhvi_12m_fwd,12,-0.307,0.0,True,178
Philadelphia,checkin_volume,zhvi_3m_fwd,0,-0.042,0.5555,False,202
Philadelphia,checkin_volume,zhvi_3m_fwd,1,-0.014,0.8402,False,201
Philadelphia,checkin_volume,zhvi_3m_fwd,2,0.015,0.8303,False,200
Philadelphia,checkin_volume,zhvi_3m_fwd,3,0.049,0.4958,False,199
Philadelphia,checkin_volume,zhvi_3m_fwd,6,0.165,0.0208,True,196
Philadelphia,checkin_volume,zhvi_3m_fwd,9,0.261,0.0002,True,193
Philadelphia,checkin_volume,zhvi_3m_fwd,12,0.355,0.0,True,190
Philadelphia,checkin_volume,zhvi_6m_fwd,0,-0.017,0.8149,False,202
Philadelphia,checkin_volume,zhvi_6m_fwd,1,0.018,0.8008,False,201
Philadelphia,checkin_volume,zhvi_6m_fwd,2,0.054,0.4496,False,200
Philadelphia,checkin_volume,zhvi_6m_fwd,3,0.092,0.1965,False,199
Philadelphia,checkin_volume,zhvi_6m_fwd,6,0.2,0.0049,True,196
Philadelphia,checkin_volume,zhvi_6m_fwd,9,0.293,0.0,True,193
Philadelphia,checkin_volume,zhvi_6m_fwd,12,0.393,0.0,True,190
Philadelphia,checkin_volume,zhvi_12m_fwd,0,0.082,0.2445,False,202
Philadelphia,checkin_volume,zhvi_12m_fwd,1,0.12,0.0901,False,201
Philadelphia,checkin_volume,zhvi_12m_fwd,2,0.156,0.0272,True,200
Philadelphia,checkin_volume,zhvi_12m_fwd,3,0.193,0.0062,True,199
Philadelphia,checkin_volume,zhvi_12m_fwd,6,0.305,0.0,True,196
Philadelphia,checkin_volume,zhvi_12m_fwd,9,0.395,0.0,True,193
Philadelphia,checkin_volume,zhvi_12m_fwd,12,0.465,0.0,True,190
Philadelphia,checkin_yoy_growth,zhvi_3m_fwd,0,,,False,145
Philadelphia,checkin_yoy_growth,zhvi_3m_fwd,1,,,False,144
Philadelphia,checkin_yoy_growth,zhvi_3m_fwd,2,,,False,143
Philadelphia,checkin_yoy_growth,zhvi_3m_fwd,3,,,False,142
Philadelphia,checkin_yoy_growth,zhvi_3m_fwd,6,,,False,139
Philadelphia,checkin_yoy_growth,zhvi_3m_fwd,9,,,False,136
Philadelphia,checkin_yoy_growth,zhvi_3m_fwd,12,,,False,133
Philadelphia,checkin_yoy_growth,zhvi_6m_fwd,0,,,False,145
Philadelphia,checkin_yoy_growth,zhvi_6m_fwd,1,,,False,144
Philadelphia,checkin_yoy_growth,zhvi_6m_fwd,2,,,False,143
Philadelphia,checkin_yoy_growth,zhvi_6m_fwd,3,,,False,142
Philadelphia,checkin_yoy_growth,zhvi_6m_fwd,6,,,False,139
Philadelphia,checkin_yoy_growth,zhvi_6m_fwd,9,,,False,136
Philadelphia,checkin_yoy_growth,zhvi_6m_fwd,12,,,False,133
Philadelphia,checkin_yoy_growth,zhvi_12m_fwd,0,,,False,145
Philadelphia,checkin_yoy_growth,zhvi_12m_fwd,1,,,False,144
Philadelphia,checkin_yoy_growth,zhvi_12m_fwd,2,,,False,143
Philadelphia,checkin_yoy_growth,zhvi_12m_fwd,3,,,False,142
Philadelphia,checkin_yoy_growth,zhvi_12m_fwd,6,,,False,139
Philadelphia,checkin_yoy_growth,zhvi_12m_fwd,9,,,False,136
Philadelphia,checkin_yoy_growth,zhvi_12m_fwd,12,,,False,133
Philadelphia,avg_stars,zhvi_3m_fwd,0,0.5,0.0,True,202
Philadelphia,avg_stars,zhvi_3m_fwd,1,0.504,0.0,True,201
Philadelphia,avg_stars,zhvi_3m_fwd,2,0.478,0.0,True,200
Philadelphia,avg_stars,zhvi_3m_fwd,3,0.445,0.0,True,199
Philadelphia,avg_stars,zhvi_3m_fwd,6,0.344,0.0,True,196
Philadelphia,avg_stars,zhvi_3m_fwd,9,0.291,0.0,True,193
Philadelphia,avg_stars,zhvi_3m_fwd,12,0.307,0.0,True,190
Philadelphia,avg_stars,zhvi_6m_fwd,0,0.494,0.0,True,202
Philadelphia,avg_stars,zhvi_6m_fwd,1,0.473,0.0,True,201
Philadelphia,avg_stars,zhvi_6m_fwd,2,0.439,0.0,True,200
Philadelphia,avg_stars,zhvi_6m_fwd,3,0.403,0.0,True,199
Philadelphia,avg_stars,zhvi_6m_fwd,6,0.331,0.0,True,196
Philadelphia,avg_stars,zhvi_6m_fwd,9,0.323,0.0,True,193
Philadelphia,avg_stars,zhvi_6m_fwd,12,0.299,0.0,True,190
Philadelphia,avg_stars,zhvi_12m_fwd,0,0.454,0.0,True,202
Philadelphia,avg_stars,zhvi_12m_fwd,1,0.432,0.0,True,201
Philadelphia,avg_stars,zhvi_12m_fwd,2,0.414,0.0,True,200
Philadelphia,avg_stars,zhvi_12m_fwd,3,0.398,0.0,True,199
Philadelphia,avg_stars,zhvi_12m_fwd,6,0.351,0.0,True,196
Philadelphia,avg_stars,zhvi_12m_fwd,9,0.29,0.0,True,193
Philadelphia,avg_stars,zhvi_12m_fwd,12,0.233,0.0012,True,190
Philadelphia,reviews_per_restaurant,zhvi_3m_fwd,0,0.077,0.2775,False,202
Philadelphia,reviews_per_restaurant,zhvi_3m_fwd,1,0.107,0.1315,False,201
Philadelphia,reviews_per_restaurant,zhvi_3m_fwd,2,0.136,0.0556,False,200
Philadelphia,reviews_per_restaurant,zhvi_3m_fwd,3,0.17,0.0165,True,199
Philadelphia,reviews_per_restaurant,zhvi_3m_fwd,6,0.291,0.0,True,196
Philadelphia,reviews_per_restaurant,zhvi_3m_fwd,9,0.391,0.0,True,193
Philadelphia,reviews_per_restaurant,zhvi_3m_fwd,12,0.506,0.0,True,190
Philadelphia,reviews_per_restaurant,zhvi_6m_fwd,0,0.114,0.1059,False,202
Philadelphia,reviews_per_restaurant,zhvi_6m_fwd,1,0.153,0.0305,True,201
Philadelphia,reviews_per_restaurant,zhvi_6m_fwd,2,0.19,0.007,True,200
Philadelphia,reviews_per_restaurant,zhvi_6m_fwd,3,0.232,0.001,True,199
Philadelphia,reviews_per_restaurant,zhvi_6m_fwd,6,0.345,0.0,True,196
Philadelphia,reviews_per_restaurant,zhvi_6m_fwd,9,0.449,0.0,True,193
Philadelphia,reviews_per_restaurant,zhvi_6m_fwd,12,0.575,0.0,True,190
Philadelphia,reviews_per_restaurant,zhvi_12m_fwd,0,0.238,0.0007,True,202
Philadelphia,reviews_per_restaurant,zhvi_12m_fwd,1,0.28,0.0001,True,201
Philadelphia,reviews_per_restaurant,zhvi_12m_fwd,2,0.32,0.0,True,200
Philadelphia,reviews_per_restaurant,zhvi_12m_fwd,3,0.362,0.0,True,199
Philadelphia,reviews_per_restaurant,zhvi_12m_fwd,6,0.491,0.0,True,196
Philadelphia,reviews_per_restaurant,zhvi_12m_fwd,9,0.594,0.0,True,193
Philadelphia,reviews_per_restaurant,zhvi_12m_fwd,12,0.671,0.0,True,190
Tampa,review_volume,zhvi_3m_fwd,0,0.587,0.0,True,196
Tampa,review_volume,zhvi_3m_fwd,1,0.603,0.0,True,195
Tampa,review_volume,zhvi_3m_fwd,2,0.61,0.0,True,194
Tampa,review_volume,zhvi_3m_fwd,3,0.618,0.0,True,193
Tampa,review_volume,zhvi_3m_fwd,6,0.643,0.0,True,190
Tampa,review_volume,zhvi_3m_fwd,9,0.641,0.0,True,187
Tampa,review_volume,zhvi_3m_fwd,12,0.628,0.0,True,184
Tampa,review_volume,zhvi_6m_fwd,0,0.603,0.0,True,196
Tampa,review_volume,zhvi_6m_fwd,1,0.617,0.0,True,195
Tampa,review_volume,zhvi_6m_fwd,2,0.625,0.0,True,194
Tampa,review_volume,zhvi_6m_fwd,3,0.635,0.0,True,193
Tampa,review_volume,zhvi_6m_fwd,6,0.65,0.0,True,190
Tampa,review_volume,zhvi_6m_fwd,9,0.641,0.0,True,187
Tampa,review_volume,zhvi_6m_fwd,12,0.635,0.0,True,184
Tampa,review_volume,zhvi_12m_fwd,0,0.643,0.0,True,196
Tampa,review_volume,zhvi_12m_fwd,1,0.652,0.0,True,195
Tampa,review_volume,zhvi_12m_fwd,2,0.657,0.0,True,194
Tampa,review_volume,zhvi_12m_fwd,3,0.66,0.0,True,193
Tampa,review_volume,zhvi_12m_fwd,6,0.66,0.0,True,190
Tampa,review_volume,zhvi_12m_fwd,9,0.655,0.0,True,187
Tampa,review_volume,zhvi_12m_fwd,12,0.649,0.0,True,184
Tampa,review_yoy_growth,zhvi_3m_fwd,0,-0.347,0.0,True,184
Tampa,review_yoy_growth,zhvi_3m_fwd,1,-0.338,0.0,True,183
Tampa,review_yoy_growth,zhvi_3m_fwd,2,-0.332,0.0,True,182
Tampa,review_yoy_growth,zhvi_3m_fwd,3,-0.328,0.0,True,181
Tampa,review_yoy_growth,zhvi_3m_fwd,6,-0.36,0.0,True,178
Tampa,review_yoy_growth,zhvi_3m_fwd,9,-0.367,0.0,True,175
Tampa,review_yoy_growth,zhvi_3m_fwd,12,-0.396,0.0,True,172
Tampa,review_yoy_growth,zhvi_6m_fwd,0,-0.342,0.0,True,184
Tampa,review_yoy_growth,zhvi_6m_fwd,1,-0.339,0.0,True,183
Tampa,review_yoy_growth,zhvi_6m_fwd,2,-0.342,0.0,True,182
Tampa,review_yoy_growth,zhvi_6m_fwd,3,-0.348,0.0,True,181
Tampa,review_yoy_growth,zhvi_6m_fwd,6,-0.361,0.0,True,178
Tampa,review_yoy_growth,zhvi_6m_fwd,9,-0.377,0.0,True,175
Tampa,review_yoy_growth,zhvi_6m_fwd,12,-0.41,0.0,True,172
Tampa,review_yoy_growth,zhvi_12m_fwd,0,-0.362,0.0,True,184
Tampa,review_yoy_growth,zhvi_12m_fwd,1,-0.362,0.0,True,183
Tampa,review_yoy_growth,zhvi_12m_fwd,2,-0.365,0.0,True,182
Tampa,review_yoy_growth,zhvi_12m_fwd,3,-0.37,0.0,True,181
Tampa,review_yoy_growth,zhvi_12m_fwd,6,-0.394,0.0,True,178
Tampa,review_yoy_growth,zhvi_12m_fwd,9,-0.417,0.0,True,175
Tampa,review_yoy_growth,zhvi_12m_fwd,12,-0.44,0.0,True,172
Tampa,checkin_volume,zhvi_3m_fwd,0,0.54,0.0,True,196
Tampa,checkin_volume,zhvi_3m_fwd,1,0.562,0.0,True,195
Tampa,checkin_volume,zhvi_3m_fwd,2,0.574,0.0,True,194
Tampa,checkin_volume,zhvi_3m_fwd,3,0.587,0.0,True,193
Tampa,checkin_volume,zhvi_3m_fwd,6,0.629,0.0,True,190
Tampa,checkin_volume,zhvi_3m_fwd,9,0.645,0.0,True,187
Tampa,checkin_volume,zhvi_3m_fwd,12,0.648,0.0,True,184
Tampa,checkin_volume,zhvi_6m_fwd,0,0.546,0.0,True,196
Tampa,checkin_volume,zhvi_6m_fwd,1,0.564,0.0,True,195
Tampa,checkin_volume,zhvi_6m_fwd,2,0.576,0.0,True,194
Tampa,checkin_volume,zhvi_6m_fwd,3,0.59,0.0,True,193
Tampa,checkin_volume,zhvi_6m_fwd,6,0.62,0.0,True,190
Tampa,checkin_volume,zhvi_6m_fwd,9,0.628,0.0,True,187
Tampa,checkin_volume,zhvi_6m_fwd,12,0.633,0.0,True,184
Tampa,checkin_volume,zhvi_12m_fwd,0,0.58,0.0,True,196
Tampa,checkin_volume,zhvi_12m_fwd,1,0.594,0.0,True,195
Tampa,checkin_volume,zhvi_12m_fwd,2,0.604,0.0,True,194
Tampa,checkin_volume,zhvi_12m_fwd,3,0.613,0.0,True,193
Tampa,checkin_volume,zhvi_12m_fwd,6,0.628,0.0,True,190
Tampa,checkin_volume,zhvi_12m_fwd,9,0.632,0.0,True,187
Tampa,checkin_volume,zhvi_12m_fwd,12,0.632,0.0,True,184
Tampa,checkin_yoy_growth,zhvi_3m_fwd,0,,,False,145
Tampa,checkin_yoy_growth,zhvi_3m_fwd,1,,,False,144
Tampa,checkin_yoy_growth,zhvi_3m_fwd,2,,,False,143
Tampa,checkin_yoy_growth,zhvi_3m_fwd,3,,,False,142
Tampa,checkin_yoy_growth,zhvi_3m_fwd,6,,,False,139
Tampa,checkin_yoy_growth,zhvi_3m_fwd,9,,,False,136
Tampa,checkin_yoy_growth,zhvi_3m_fwd,12,,,False,133
Tampa,checkin_yoy_growth,zhvi_6m_fwd,0,,,False,145
Tampa,checkin_yoy_growth,zhvi_6m_fwd,1,,,False,144
Tampa,checkin_yoy_growth,zhvi_6m_fwd,2,,,False,143
Tampa,checkin_yoy_growth,zhvi_6m_fwd,3,,,False,142
Tampa,checkin_yoy_growth,zhvi_6m_fwd,6,,,False,139
Tampa,checkin_yoy_growth,zhvi_6m_fwd,9,,,False,136
Tampa,checkin_yoy_growth,zhvi_6m_fwd,12,,,False,133
Tampa,checkin_yoy_growth,zhvi_12m_fwd,0,,,False,145
Tampa,checkin_yoy_growth,zhvi_12m_fwd,1,,,False,144
Tampa,checkin_yoy_growth,zhvi_12m_fwd,2,,,False,143
Tampa,checkin_yoy_growth,zhvi_12m_fwd,3,,,False,142
Tampa,checkin_yoy_growth,zhvi_12m_fwd,6,,,False,139
Tampa,checkin_yoy_growth,zhvi_12m_fwd,9,,,False,136
Tampa,checkin_yoy_growth,zhvi_12m_fwd,12,,,False,133
Tampa,avg_stars,zhvi_3m_fwd,0,0.123,0.0849,False,196
Tampa,avg_stars,zhvi_3m_fwd,1,0.14,0.0502,False,195
Tampa,avg_stars,zhvi_3m_fwd,2,0.14,0.051,False,194
Tampa,avg_stars,zhvi_3m_fwd,3,0.149,0.0382,True,193
Tampa,avg_stars,zhvi_3m_fwd,6,0.152,0.0367,True,190
Tampa,avg_stars,zhvi_3m_fwd,9,0.118,0.1063,False,187
Tampa,avg_stars,zhvi_3m_fwd,12,0.141,0.0555,False,184
Tampa,avg_stars,zhvi_6m_fwd,0,0.137,0.0563,False,196
Tampa,avg_stars,zhvi_6m_fwd,1,0.146,0.042,True,195
Tampa,avg_stars,zhvi_6m_fwd,2,0.154,0.0319,True,194
Tampa,avg_stars,zhvi_6m_fwd,3,0.15,0.0367,True,193
Tampa,avg_stars,zhvi_6m_fwd,6,0.135,0.0624,False,190
Tampa,avg_stars,zhvi_6m_fwd,9,0.134,0.0665,False,187
Tampa,avg_stars,zhvi_6m_fwd,12,0.136,0.065,False,184
Tampa,avg_stars,zhvi_12m_fwd,0,0.141,0.0491,True,196
Tampa,avg_stars,zhvi_12m_fwd,1,0.148,0.0392,True,195
Tampa,avg_stars,zhvi_12m_fwd,2,0.152,0.0341,True,194
Tampa,avg_stars,zhvi_12m_fwd,3,0.151,0.0367,True,193
Tampa,avg_stars,zhvi_12m_fwd,6,0.147,0.0424,True,190
Tampa,avg_stars,zhvi_12m_fwd,9,0.133,0.0693,False,187
Tampa,avg_stars,zhvi_12m_fwd,12,0.111,0.133,False,184
Tampa,reviews_per_restaurant,zhvi_3m_fwd,0,0.587,0.0,True,196
Tampa,reviews_per_restaurant,zhvi_3m_fwd,1,0.603,0.0,True,195
Tampa,reviews_per_restaurant,zhvi_3m_fwd,2,0.61,0.0,True,194
Tampa,reviews_per_restaurant,zhvi_3m_fwd,3,0.618,0.0,True,193
Tampa,reviews_per_restaurant,zhvi_3m_fwd,6,0.643,0.0,True,190
Tampa,reviews_per_restaurant,zhvi_3m_fwd,9,0.641,0.0,True,187
Tampa,reviews_per_restaurant,zhvi_3m_fwd,12,0.628,0.0,True,184
Tampa,reviews_per_restaurant,zhvi_6m_fwd,0,0.603,0.0,True,196
Tampa,reviews_per_restaurant,zhvi_6m_fwd,1,0.617,0.0,True,195
Tampa,reviews_per_restaurant,zhvi_6m_fwd,2,0.625,0.0,True,194
Tampa,reviews_per_restaurant,zhvi_6m_fwd,3,0.635,0.0,True,193
Tampa,reviews_per_restaurant,zhvi_6m_fwd,6,0.65,0.0,True,190
Tampa,reviews_per_restaurant,zhvi_6m_fwd,9,0.641,0.0,True,187
Tampa,reviews_per_restaurant,zhvi_6m_fwd,12,0.635,0.0,True,184
Tampa,reviews_per_restaurant,zhvi_12m_fwd,0,0.643,0.0,True,196
Tampa,reviews_per_restaurant,zhvi_12m_fwd,1,0.652,0.0,True,195
Tampa,reviews_per_restaurant,zhvi_12m_fwd,2,0.657,0.0,True,194
Tampa,reviews_per_restaurant,zhvi_12m_fwd,3,0.66,0.0,True,193
Tampa,reviews_per_restaurant,zhvi_12m_fwd,6,0.66,0.0,True,190
Tampa,reviews_per_restaurant,zhvi_12m_fwd,9,0.655,0.0,True,187
Tampa,reviews_per_restaurant,zhvi_12m_fwd,12,0.649,0.0,True,184
