city,month,zhvi,pred_pct_change,down_prob,actual_change,actual_dir,signal,score
Kenner,2017-02-01,264971.4143546644,9.9015857964546,0.015579557861981508,-2.1766514141833504,0,STRONG BUY,2
Kenner,2017-03-01,262961.3016722163,6.074437896346047,0.0755025173730618,-1.243003943768639,0,STRONG BUY,2
Kenner,2017-04-01,261402.9008106889,6.5732368160106285,0.09328654863849162,0.0438631080211138,1,STRONG BUY,2
Kenner,2017-05-01,260054.24640997383,6.556194339409227,0.07468110092003932,1.090311809522615,1,STRONG BUY,2
Kenner,2017-06-01,259403.3922620141,5.058148397225616,0.08927815853315468,2.0804237360898092,1,STRONG BUY,2
Kenner,2017-07-01,259030.3536304013,5.546238084094633,0.07235410525817865,2.756740509432132,1,STRONG BUY,2
Kenner,2017-08-01,259203.91031693196,5.470797661416993,0.040903185645709494,3.1539225616334488,1,STRONG BUY,2
Kenner,2017-09-01,259692.6823218453,6.06626193373119,0.03488275252207529,3.2866260911470047,1,STRONG BUY,2
Kenner,2017-10-01,261517.5602474418,5.319186235684366,0.07475041072350042,2.560976908914525,1,STRONG BUY,2
Kenner,2017-11-01,262889.6485697468,5.502621411365824,0.09983116367638922,1.767028502931911,1,STRONG BUY,2
Kenner,2017-12-01,264800.08200685517,5.396276913978865,0.08431616478457882,0.3558383232436402,1,STRONG BUY,2
Kenner,2018-01-01,266171.14832065586,5.279085364391528,0.08968334242367038,-0.3141947938165801,0,STRONG BUY,2
Kenner,2018-02-01,267379.0009250538,5.324489078338193,0.0527685471462529,-0.2867310051516414,0,STRONG BUY,2
Kenner,2018-03-01,268227.80977583455,5.202114728518197,0.03653097923723658,0.2498666177364272,1,STRONG BUY,2
Kenner,2018-04-01,268214.9645781354,5.099161804335931,0.06956796211305494,0.6754846840311135,1,STRONG BUY,2
Kenner,2018-05-01,267534.98359123175,5.377275115727587,0.098609233818865,1.254448421600585,1,STRONG BUY,2
Kenner,2018-06-01,265742.34217861615,5.753156487232483,0.07025881300132142,2.302763959607579,1,STRONG BUY,2
Kenner,2018-07-01,265334.85242999054,5.5731217336209316,0.03942059814472609,3.096919151524302,1,STRONG BUY,2
Kenner,2018-08-01,266612.34242813697,5.588123949515149,0.10121446131440415,3.84690514467978,1,STRONG BUY,2
Kenner,2018-09-01,268898.0215319499,5.6628699206925255,0.04463702592090635,4.438274428244471,1,STRONG BUY,2
Kenner,2018-10-01,270026.7155841402,5.466632328766345,0.035640494572469095,5.541987619043387,1,STRONG BUY,2
Kenner,2018-11-01,270891.07197012135,5.307235846227078,0.07378970947053687,6.155687911117624,1,STRONG BUY,2
Kenner,2018-12-01,271861.7610597224,5.694176332981438,0.019027381320655845,6.107474642505961,1,STRONG BUY,2
Kenner,2019-01-01,273552.05829056364,5.761643086501892,0.03204291717102137,5.948225171657362,1,STRONG BUY,2
Kenner,2019-02-01,276868.66634535627,5.59338109018333,0.07734257733634176,5.017290402299457,1,STRONG BUY,2
Kenner,2019-03-01,280832.4536596578,6.581456344159272,0.0723027562306966,3.9246518961987498,1,STRONG BUY,2
Kenner,2019-04-01,284991.56272992276,5.545896419149357,0.025579398684327126,2.464436622511812,1,STRONG BUY,2
Kenner,2019-05-01,287566.2809396831,5.745024535880573,0.056263606554215584,1.684958864360686,1,STRONG BUY,2
Kenner,2019-06-01,288465.6491791151,5.78846827651477,0.017854785417170116,1.6421199977179946,1,STRONG BUY,2
